id	filename	md5	size	state
345cb2c4-3018-48b2-871d-1f473a3672b4	345cb2c4-3018-48b2-871d-1f473a3672b4/d6bfd2ce-25ed-49d8-adb5-c43a7ea1c624.wxs.aliquot_ensemble_masked.maf.gz	a0d564d23a3bd3c477e95e2eaa14814f	405180	validated
3467d97d-8979-448c-96c0-d9ed13c06387	3467d97d-8979-448c-96c0-d9ed13c06387/d26bd642-1aa5-487b-a9dc-d0975ece4bc2.wxs.aliquot_ensemble_masked.maf.gz	eb9f852a7c6cc6e077b8a3d0285a8617	53360	validated
349a2afb-0c82-4e21-8387-e143fc70336a	349a2afb-0c82-4e21-8387-e143fc70336a/9a7bcb50-89ec-4000-a94d-350b4b74c4aa.wxs.aliquot_ensemble_masked.maf.gz	980bbed60e2de441175aabd24248dc3e	15793	validated
354c131d-9f78-45a9-87fc-5055b2f87907	354c131d-9f78-45a9-87fc-5055b2f87907/167ed969-5174-4511-b753-23b62d4d2239.wxs.aliquot_ensemble_masked.maf.gz	217271355de46cfa03dd2a764e71fb74	252159	validated
3606a6a5-376a-4c0d-a56a-3af5fe52a5ed	3606a6a5-376a-4c0d-a56a-3af5fe52a5ed/873c1e59-6d10-4c82-b8ea-0b3113a8cd9a.wxs.aliquot_ensemble_masked.maf.gz	d4a898d2dd6acaf37976489103fb9d1e	510731	validated
364f165b-b71a-4ad8-a814-c08952f202b5	364f165b-b71a-4ad8-a814-c08952f202b5/ee24d28e-2ecb-46c3-9b38-1512e74f6617.wxs.aliquot_ensemble_masked.maf.gz	5434ff5df56a4bc088134fa03290c928	31341	validated
37313bd7-2adf-4a22-902a-6d9422fb6998	37313bd7-2adf-4a22-902a-6d9422fb6998/9236cb23-a673-4b21-a5e5-919117aed2fa.wxs.aliquot_ensemble_masked.maf.gz	951edd7b4e71a8bf55a3123337283578	74322	validated
3741e367-24b4-4df9-b7c3-209f55412f48	3741e367-24b4-4df9-b7c3-209f55412f48/4e85d256-9ff7-4127-a36d-230f102a090b.wxs.aliquot_ensemble_masked.maf.gz	315b18b026a6cf5fa82d8d1ff85e2975	32547	validated
3776a85e-da95-4ecb-aa5e-0b32d52bd2ad	3776a85e-da95-4ecb-aa5e-0b32d52bd2ad/9da3f1e4-9c6e-4636-9d0e-d2315987da28.wxs.aliquot_ensemble_masked.maf.gz	32967f078a3c9327fa074189212fd94c	528451	validated
379dc3d9-d251-4e65-9dfe-350ab7e95a66	379dc3d9-d251-4e65-9dfe-350ab7e95a66/96a39a49-93db-4553-9616-ea2fd629643a.wxs.aliquot_ensemble_masked.maf.gz	95aa0d902e5bac31cfbe02026e4db48d	66474	validated
381b9ce3-5d64-4a8f-b7ab-45ad3ea68569	381b9ce3-5d64-4a8f-b7ab-45ad3ea68569/7ced5afe-252c-4ee8-8c40-33d6c9fd864a.wxs.aliquot_ensemble_masked.maf.gz	379e599c556811ddc7cf7bd841faaead	365925	validated
38eff58b-900d-4bbd-8142-024728720aed	38eff58b-900d-4bbd-8142-024728720aed/ee2ce6d1-efe9-48cf-8bc4-79425d298bb5.wxs.aliquot_ensemble_masked.maf.gz	12de4db5ae6a76a0a158b1b5962c8d26	42619	validated
39b8b948-c44e-4d90-8cb9-1ecd013bac00	39b8b948-c44e-4d90-8cb9-1ecd013bac00/0cdbe169-27dc-4051-90f4-7ba52af9909e.wxs.aliquot_ensemble_masked.maf.gz	2b5a29fb6806c93a314d816b7d7cce0c	554920	validated
3aabc901-3191-4e42-a24c-c54d5b62aa8b	3aabc901-3191-4e42-a24c-c54d5b62aa8b/71fbbfa3-a354-44b3-aab5-f3609f619ff3.wxs.aliquot_ensemble_masked.maf.gz	6a6774e3c50d2c16d74569f4b695768e	32281	validated
3b764c95-8f03-4d2c-b412-8bb5177a48cf	3b764c95-8f03-4d2c-b412-8bb5177a48cf/ff524fc6-6c4e-4646-a27e-7d6067df8005.wxs.aliquot_ensemble_masked.maf.gz	84d782637388945ecd6aa5fbb3fdf4cb	55138	validated
3d14050e-3007-45d1-87ff-78f03a4c5c04	3d14050e-3007-45d1-87ff-78f03a4c5c04/255af841-5239-41b8-987e-cd9d5b25e372.wxs.aliquot_ensemble_masked.maf.gz	65dc35c674a8bda9d8d8a15a23c6abd5	76064	validated
3db34ece-4a3c-48e5-a140-4ffb33f114be	3db34ece-4a3c-48e5-a140-4ffb33f114be/4a359b31-3c2e-45f4-9595-c2dd5546c150.wxs.aliquot_ensemble_masked.maf.gz	f66398201de4fcd6a3638e5874506997	537366	validated
3e1c36c7-0241-4e26-be20-83409c37efca	3e1c36c7-0241-4e26-be20-83409c37efca/2e12ee44-f6c1-448a-b331-4843e4b16468.wxs.aliquot_ensemble_masked.maf.gz	ab6f4cae2d27bb927ab72a9f555ceb74	78078	validated
3e8029aa-561f-47bd-bec7-dfb190d47b85	3e8029aa-561f-47bd-bec7-dfb190d47b85/3fb8ee95-ae1c-4752-9026-d7518578cc2d.wxs.aliquot_ensemble_masked.maf.gz	28a28c67ca60e0824697972505792bef	16107	validated
